purchase_amount,customer_rating,engagement_score,purchase_interest_score,customer_engagement_score,transaction_id,customer_id_legacy
0.9241365211027605,2.525,0.6844444444444444,0.2444444444444445,0.918543497329993,1.0,101.0
0.1377026773385211,4.2,0.8444444444444446,0.7777777777777779,0.2316892580699114,0.1052631578947368,103.0
0.1068455174591966,1.45,0.2000000000000001,0.8611111111111112,0.4254867449953745,0.0526315789473684,104.0
0.1471505164019357,1.5,0.6518518518518519,0.5555555555555556,0.3910239492508328,0.1052631578947368,105.0
0.339964979426785,2.6,0.4962962962962962,0.7314814814814816,0.5349138670143787,0.2631578947368421,106.0
0.1021671283672037,3.0,1.0,0.5833333333333333,0.3680598338030219,0.0526315789473684,110.0
0.1880007539542603,3.8,0.6592592592592594,0.5555555555555556,0.4073640442717626,0.1052631578947368,111.0
0.1601366303661134,2.9,0.7555555555555558,0.75,0.2351072837253927,0.1052631578947368,113.0
0.3869162406853546,2.55,0.3111111111111111,0.4629629629629631,0.8631485625509451,0.5789473684210527,121.0
0.1925661072184539,3.0,0.4962962962962962,0.5555555555555556,0.4407691329458611,0.2631578947368421,125.0
0.0115653000864771,4.0,0.4222222222222223,0.0277777777777778,0.2101816755901464,0.0,127.0
0.1850874453637854,4.8,0.4133333333333333,0.2722222222222223,0.5705846857478534,0.2105263157894736,128.0
0.1425293655834017,4.0,0.6148148148148149,0.7777777777777779,0.4336199333678636,0.1052631578947368,129.0
0.7289158323848984,3.566666666666667,0.5955555555555556,0.6777777777777778,0.9744903095621466,0.736842105263158,132.0
0.4890744318515216,3.775,0.577777777777778,0.4074074074074074,0.6929007279063008,0.5789473684210527,134.0
0.0492075593391407,3.0,0.0666666666666666,0.9166666666666669,0.3030163570689896,0.0,135.0
0.4770071587880736,2.5,0.577777777777778,0.6388888888888891,0.6712122202403757,0.2631578947368421,136.0
0.0327340445507563,3.2,0.0,0.0277777777777778,0.2186491733758581,0.0,137.0
0.330287726030414,1.1,0.6285714285714288,0.5992063492063493,0.8151142549902776,0.3157894736842105,138.0
0.1995100693557619,4.6,0.8148148148148151,0.8240740740740742,0.465671474136067,0.1052631578947368,139.0
0.0652112632062537,1.95,0.9111111111111114,0.3333333333333333,0.2032774877386418,0.0526315789473684,140.0
0.0995029725501186,1.3999999999999997,0.577777777777778,0.6388888888888891,0.4886315983767727,0.1052631578947368,141.0
0.5860061806744811,3.3,0.638095238095238,0.3650793650793653,0.7705762400225077,0.3157894736842105,144.0
0.7045943231048086,3.0,0.7111111111111112,0.4861111111111111,0.5948494251483563,0.5789473684210527,146.0
0.0611862516070858,1.1,0.8,0.5,0.3244745006428343,0.0,149.0
0.0827847657825497,3.3,0.3777777777777777,0.0,0.0436402221024936,0.0526315789473684,150.0
0.0595668014258815,2.3,0.4222222222222223,0.5833333333333333,0.1404933872370193,0.0,151.0
0.6400376800777736,4.333333333333333,0.8518518518518519,0.6574074074074074,0.8717070798283805,0.4210526315789473,152.0
0.2690076512588408,1.5,0.4611111111111112,0.5208333333333335,0.7433486745386241,0.1578947368421052,157.0
0.0443252938932478,2.9,0.6370370370370373,0.5462962962962963,0.3480420083955058,0.1052631578947368,158.0
0.387345335722616,2.14,0.2000000000000001,0.625,0.4746749763943095,0.4736842105263157,159.0
0.2077149503321283,2.033333333333333,0.5555555555555556,0.75,0.2857175590802198,0.2631578947368421,161.0
0.1440510658952468,2.8,0.788888888888889,0.6944444444444444,0.3280882626154087,0.1578947368421052,162.0
0.51627787140009,2.85,0.588888888888889,0.3541666666666667,0.5510286924196852,0.3684210526315789,163.0
0.1402601435488624,2.15,0.3333333333333335,0.25,0.3166303732090186,0.0526315789473684,170.0
0.0087853715459203,5.0,0.8444444444444446,0.7777777777777779,0.1590697041739237,0.0,173.0
0.2172463921222522,3.2,0.3555555555555556,0.3819444444444446,0.5369716562641056,0.3684210526315789,174.0
0.2134285780523577,1.1,0.3555555555555556,0.7453703703703705,0.6870770842423857,0.2631578947368421,175.0
